,user.index,sugg.decision.utime,sugg.device.since,recognized.activity,dec.location.category,dec.weather.condition,dec.temperature,dec.windspeed,dec.precipitation.chance,dec.snow,jbmins60,jbsteps60,Time of Day
4089,19,2015-09-25 22:01:38,0.66,STILL,"electronics_store,store,point_of_interest,establishment",Clear,24.2,3.0,0.0,0.0,38.0,2981.0,22:01:38
4090,19,2015-09-26 00:31:50,0.953611111111111,STILL,"bar,restaurant,food,point_of_interest,establishment",Clear,20.9,2.0,0.0,0.0,6.0,531.0,00:31:50
4092,19,2015-09-26 16:36:31,0.720833333333333,STILL,"electronics_store,store,point_of_interest,establishment",Mostly Cloudy,21.8,6.0,0.0,0.0,0.0,0.0,16:36:31
4093,19,2015-09-26 19:01:44,0.265,ON_FOOT,"cafe,food,point_of_interest,establishment",Partly Cloudy,23.3,7.0,0.0,0.0,18.0,747.0,19:01:44
4096,19,2015-09-27 11:32:03,0.2075,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,13.1,0.0,0.0,0.0,2.0,87.0,11:32:03
4097,19,2015-09-27 16:36:42,1.71638888888889,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,21.9,4.0,0.0,0.0,7.0,349.0,16:36:42
4098,19,2015-09-27 19:02:03,1.69111111111111,STILL,"electronics_store,store,point_of_interest,establishment",Partly Cloudy,24.7,0.0,0.0,0.0,15.0,766.0,19:02:03
4099,19,2015-09-27 22:01:44,2.69694444444444,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,23.1,3.0,15.0,0.0,3.0,103.0,22:01:44
4100,19,2015-09-28 00:32:29,0.1225,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,21.7,1.0,0.0,0.0,1.0,21.0,00:32:29
4101,19,2015-09-28 11:32:04,0.230277777777778,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,18.9,0.0,15.0,0.0,3.0,96.0,11:32:04
4102,19,2015-09-28 16:36:40,0.0747222222222222,ON_FOOT,"store,point_of_interest,establishment",Overcast,23.7,0.0,0.0,0.0,34.0,2286.0,16:36:40
4104,19,2015-09-28 22:02:10,2.15083333333333,STILL,"electronics_store,store,point_of_interest,establishment",Mostly Cloudy,23.6,8.1,15.0,0.0,4.0,134.0,22:02:10
4105,19,2015-09-29 00:31:47,4.64444444444444,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,20.5,0.0,15.0,0.0,5.0,140.0,00:31:47
4106,19,2015-09-29 11:31:51,0.347222222222222,STILL,"electronics_store,store,point_of_interest,establishment",Partly Cloudy,17.3,0.0,0.0,0.0,19.0,1882.0,11:31:51
4107,19,2015-09-29 16:36:31,5.425,IN_VEHICLE,"university,point_of_interest,establishment",Mostly Cloudy,21.4,11.0,15.0,0.0,19.0,1343.0,16:36:31
4108,19,2015-09-29 19:02:38,7.86027777777778,STILL,"clothing_store,store,point_of_interest,establishment",Overcast,17.0,8.9,15.0,0.0,13.0,924.0,19:02:38
4110,19,2015-09-30 00:31:56,0.568055555555556,STILL,"university,point_of_interest,establishment",Mostly Cloudy,15.6,17.9,15.0,0.0,12.0,856.0,00:31:56
4111,19,2015-09-30 11:31:58,0.0552777777777778,STILL,"electronics_store,store,point_of_interest,establishment",Partly Cloudy,9.8,1.0,0.0,0.0,10.0,430.0,11:31:58
4113,19,2015-09-30 19:01:32,1.71361111111111,STILL,work,Clear,16.2,8.9,0.0,0.0,14.0,539.0,19:01:32
4114,19,2015-09-30 22:04:13,4.75833333333333,STILL,work,Clear,15.7,1.6,0.0,0.0,14.0,898.0,22:04:13
4117,19,2015-10-01 16:36:52,4.82861111111111,STILL,"university,store,food,school,point_of_interest,establishment",Partly Cloudy,13.6,5.0,0.0,0.0,22.0,1449.0,16:36:52
4119,19,2015-10-01 22:01:58,0.517222222222222,STILL,"electronics_store,store,point_of_interest,establishment",Clear,13.5,2.2,0.0,0.0,3.0,38.0,22:01:58
4120,19,2015-10-02 00:31:55,0.135833333333333,STILL,"electronics_store,store,point_of_interest,establishment",Clear,10.7,2.0,0.0,0.0,3.0,140.0,00:31:55
4121,19,2015-10-02 11:32:01,0.304166666666667,STILL,"electronics_store,store,point_of_interest,establishment",Clear,7.3,2.2,0.0,0.0,1.0,34.0,11:32:01
4122,19,2015-10-02 16:37:14,4.14222222222222,STILL,"electronics_store,store,point_of_interest,establishment",Clear,13.9,4.0,0.0,0.0,3.0,70.0,16:37:14
4123,19,2015-10-02 19:02:13,0.0233333333333333,STILL,"electronics_store,store,point_of_interest,establishment",Clear,14.1,7.0,0.0,0.0,8.0,308.0,19:02:13
4127,19,2015-10-03 16:36:52,1.00972222222222,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,8.0,3.0,28.0,0.0,4.0,172.0,16:36:52
4128,19,2015-10-03 19:01:41,0.231944444444444,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,10.1,6.0,36.0,0.0,14.0,556.0,19:01:41
4130,19,2015-10-04 00:31:56,0.0777777777777778,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,8.1,6.0,49.0,0.0,2.0,43.0,00:31:56
4131,19,2015-10-04 11:31:49,7.09083333333333,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,9.8,1.6,15.0,0.0,4.0,110.0,11:31:49
4132,19,2015-10-04 16:36:45,0.144722222222222,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,13.1,0.0,31.0,0.0,0.0,0.0,16:36:45
4134,19,2015-10-04 22:02:12,2.15916666666667,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,14.8,3.1,0.0,0.0,13.0,472.0,22:02:12
4141,19,2015-10-06 11:31:51,4.58222222222222,STILL,"electronics_store,store,point_of_interest,establishment",Fog,12.2,0.0,0.0,0.0,25.0,2019.0,11:31:51
4143,19,2015-10-06 19:02:18,2.41472222222222,STILL,work,Overcast,19.4,4.0,0.0,0.0,2.0,53.0,19:02:18
4144,19,2015-10-06 22:02:18,5.41472222222222,STILL,"university,point_of_interest,establishment",Overcast,17.1,4.0,0.0,0.0,2.0,65.0,22:02:18
4146,19,2015-10-07 11:31:58,0.0333333333333333,STILL,"electronics_store,store,point_of_interest,establishment",Partly Cloudy,10.7,0.0,0.0,0.0,6.0,161.0,11:31:58
4149,19,2015-10-07 22:01:34,0.364722222222222,ON_FOOT,"university,point_of_interest,establishment",Partly Cloudy,20.3,3.8,0.0,0.0,24.0,2407.0,22:01:34
4152,19,2015-10-08 16:35:54,5.04277777777778,STILL,"university,atm,finance,point_of_interest,establishment",Scattered Clouds,20.6,0.7,0.0,0.0,13.0,1044.0,16:35:54
4153,19,2015-10-08 19:01:48,7.47444444444444,STILL,work,Overcast,23.2,4.0,15.0,0.0,0.0,0.0,19:01:48
4154,19,2015-10-08 22:01:26,0.118055555555556,ON_FOOT,"grocery_or_supermarket,food,store,point_of_interest,establishment",Overcast,22.0,5.0,15.0,0.0,25.0,1815.0,22:01:26
4157,19,2015-10-09 16:36:32,3.9825,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,14.6,2.5,15.0,0.0,8.0,200.0,16:36:32
4162,19,2015-10-10 16:36:30,0.859722222222222,STILL,"electronics_store,store,point_of_interest,establishment",Clear,16.1,2.2,0.0,0.0,5.0,163.0,16:36:30
4163,19,2015-10-10 19:01:19,0.256583333346579,ON_FOOT,"university,point_of_interest,establishment",Clear,17.6,3.0,0.0,0.0,14.0,1064.0,19:01:19
4165,19,2015-10-11 00:31:31,0.113333333333333,STILL,"electronics_store,store,point_of_interest,establishment",Clear,12.7,0.0,0.0,0.0,0.0,0.0,00:31:31
4167,19,2015-10-11 16:36:34,3.13361111111111,ON_FOOT,"university,atm,finance,point_of_interest,establishment",Clear,20.4,4.5,0.0,0.0,19.0,1458.0,16:36:34
4169,19,2015-10-11 22:00:49,0.0205555555555556,STILL,"electronics_store,store,point_of_interest,establishment",Clear,22.6,0.4,0.0,0.0,3.0,74.0,22:00:49
4175,19,2015-10-13 00:31:48,0.200833333333333,STILL,"electronics_store,store,point_of_interest,establishment",Mostly Cloudy,20.6,0.0,0.0,0.0,0.0,0.0,00:31:48
4177,19,2015-10-13 16:36:40,1.48277777777778,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,15.0,0.9,0.0,0.0,16.0,1180.0,16:36:40
4178,19,2015-10-13 19:01:34,1.31638888888889,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,13.4,4.0,0.0,0.0,18.0,1465.0,19:01:34
4182,19,2015-10-14 16:36:31,4.375,STILL,"university,point_of_interest,establishment",Overcast,12.9,1.6,10.0,0.0,28.0,2329.0,16:36:31
4184,19,2015-10-14 22:01:31,2.99333333333333,STILL,work,Scattered Clouds,12.6,1.6,0.0,0.0,9.0,642.0,22:01:31
4188,19,2015-10-15 19:01:42,2.08416666666667,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,-1024.0,-1.0,-1.0,-1.0,3.0,76.0,19:01:42
4189,19,2015-10-15 22:01:31,0.3925,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,12.9,0.0,0.0,0.0,10.0,344.0,22:01:31
4190,19,2015-10-16 00:31:37,2.89416666666667,STILL,"electronics_store,store,point_of_interest,establishment",Mostly Cloudy,13.2,3.4,58.0,0.0,0.0,0.0,00:31:37
4191,19,2015-10-16 11:31:31,9.48722222222222,STILL,"electronics_store,store,point_of_interest,establishment",Clear,4.3,0.0,0.0,0.0,0.0,0.0,11:31:31
4192,19,2015-10-16 16:36:39,0.0180555555555556,UNKNOWN,"store,point_of_interest,establishment",Partly Cloudy,11.2,5.0,1.0,0.0,15.0,853.0,16:36:39
4193,19,2015-10-16 19:01:27,0.0552777777777778,IN_VEHICLE,"gym,health,point_of_interest,establishment",Overcast,10.0,12.0,15.0,0.0,1.0,16.0,19:01:27
4194,19,2015-10-16 23:01:21,0.181944444444444,IN_VEHICLE,"park,school,point_of_interest,establishment",Clear,8.9,0.0,0.0,0.0,6.0,336.0,23:01:21
4195,19,2015-10-17 01:30:54,0.0505555555555556,STILL,"grocery_or_supermarket,food,store,point_of_interest,establishment",Clear,4.5,0.0,0.0,0.0,0.0,0.0,01:30:54
4196,19,2015-10-17 12:32:01,8.4775,STILL,"grocery_or_supermarket,food,store,point_of_interest,establishment",Overcast,0.8,0.0,0.0,0.0,2.0,63.0,12:32:01
4200,19,2015-10-18 01:31:38,0.108333333333333,STILL,"grocery_or_supermarket,food,store,point_of_interest,establishment",Clear,3.5,0.0,0.0,0.0,1.0,18.0,01:31:38
4201,19,2015-10-18 12:31:38,8.48416666666667,STILL,"grocery_or_supermarket,food,store,point_of_interest,establishment",Clear,-0.7,0.0,0.0,0.0,0.0,0.0,12:31:38
4202,19,2015-10-18 17:35:54,13.5552777777778,ON_FOOT,"restaurant,food,point_of_interest,establishment",Clear,12.8,0.0,0.0,0.0,25.0,2226.0,17:35:54
4205,19,2015-10-19 01:31:41,7.24,STILL,"grocery_or_supermarket,food,store,point_of_interest,establishment",Clear,9.1,0.0,0.0,0.0,1.0,28.0,01:31:41
4210,19,2015-10-20 01:31:45,3.70416666666667,STILL,"electronics_store,store,point_of_interest,establishment",Partly Cloudy,16.7,4.0,0.0,0.0,2.0,53.0,01:31:45
4212,19,2015-10-20 17:36:39,12.6913888888889,STILL,"electronics_store,store,point_of_interest,establishment",Clear,22.9,2.7,0.0,0.0,3.0,86.0,17:36:39
4213,19,2015-10-20 20:01:34,15.1066666666667,STILL,"electronics_store,store,point_of_interest,establishment",Mostly Cloudy,23.8,0.4,10.0,0.0,12.0,407.0,20:01:34
4215,19,2015-10-21 01:31:37,20.6075,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,17.1,0.0,43.0,0.0,0.0,0.0,01:31:37
4216,19,2015-10-21 12:31:30,9.48694444444445,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,12.3,0.0,52.0,0.0,7.0,215.0,12:31:30
4225,19,2015-10-23 01:31:45,1.36666666666667,STILL,"electronics_store,store,point_of_interest,establishment",Clear,9.6,0.0,0.0,0.0,0.0,0.0,01:31:45
4226,19,2015-10-23 12:30:54,8.84361111111111,STILL,work,Clear,6.0,4.0,0.0,0.0,1.0,75.0,12:30:54
4230,19,2015-10-24 01:31:47,1.05583333333333,STILL,"electronics_store,store,point_of_interest,establishment",Clear,10.4,0.7,0.0,0.0,3.0,60.0,01:31:47
4231,19,2015-10-24 12:31:36,9.48222222222222,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,11.3,0.4,0.0,0.0,3.0,88.0,12:31:36
4232,19,2015-10-24 17:36:36,0.138888888888889,STILL,"electronics_store,store,point_of_interest,establishment",Mostly Cloudy,19.3,1.3,0.0,0.0,5.0,159.0,17:36:36
4238,19,2015-10-25 20:01:55,0.978611111111111,STILL,"electronics_store,store,point_of_interest,establishment",Clear,15.9,0.0,0.0,0.0,6.0,203.0,20:01:55
4241,19,2015-10-26 12:31:44,0.170555555555556,STILL,"electronics_store,store,point_of_interest,establishment",Clear,2.7,0.0,0.0,0.0,5.0,162.0,12:31:44
4244,19,2015-10-26 23:01:34,0.223250000013245,STILL,"electronics_store,store,point_of_interest,establishment",Clear,11.5,0.9,0.0,0.0,3.0,90.0,23:01:34
4247,19,2015-10-27 17:36:38,5.11611111111111,IN_VEHICLE,"university,point_of_interest,establishment",Partly Cloudy,13.4,10.1,0.0,0.0,9.0,715.0,17:36:38
4249,19,2015-10-27 23:01:51,2.99194444444444,ON_FOOT,"university,point_of_interest,establishment",Mostly Cloudy,11.2,4.9,0.0,0.0,19.0,1545.0,23:01:51
4250,19,2015-10-28 01:31:38,5.48833333333333,IN_VEHICLE,"university,doctor,health,point_of_interest,establishment",Mostly Cloudy,-1024.0,-1.0,-1.0,-1.0,8.0,500.0,01:31:38
4252,19,2015-10-28 17:36:31,2.37416666666667,STILL,work,Overcast,14.0,11.0,46.0,0.0,5.0,412.0,17:36:31
4257,19,2015-10-29 17:36:44,14.5638888888889,STILL,"university,point_of_interest,establishment",Overcast,4.7,14.1,0.0,0.0,13.0,894.0,17:36:44
4260,19,2015-10-30 00:31:09,21.4708333333333,ON_FOOT,"university,school,point_of_interest,establishment",Overcast,5.2,11.0,3.0,0.0,51.0,3073.0,00:31:09
4265,19,2015-10-31 00:33:53,6.91888888888889,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,7.8,0.0,0.0,0.0,8.0,296.0,00:33:53
4272,19,2015-11-01 17:36:03,5.02694444444444,IN_VEHICLE,"grocery_or_supermarket,food,store,point_of_interest,establishment",Clear,17.0,1.3,0.0,0.0,4.0,200.0,17:36:03
4275,19,2015-11-02 01:31:42,12.9544444444444,STILL,"electronics_store,store,point_of_interest,establishment",Clear,9.1,0.0,0.0,0.0,1.0,51.0,01:31:42
4276,19,2015-11-02 12:33:05,9.50222222222222,STILL,"electronics_store,store,point_of_interest,establishment",Clear,4.0,0.0,0.0,0.0,4.0,178.0,12:33:05
4278,19,2015-11-02 20:01:51,2.16805555555556,STILL,work,Clear,21.6,0.0,0.0,0.0,10.0,400.0,20:01:51
4279,19,2015-11-02 23:01:05,0.408611111111111,ON_FOOT,home,Clear,17.5,0.0,0.0,0.0,9.0,601.0,23:01:05
4280,19,2015-11-03 01:32:21,2.92972222222222,STILL,"electronics_store,store,point_of_interest,establishment",Clear,15.1,6.9,0.0,0.0,3.0,89.0,01:32:21
4287,19,2015-11-04 17:36:30,5.08,STILL,work,Clear,22.3,8.1,0.0,0.0,34.0,3113.0,17:36:30
4288,19,2015-11-04 20:01:39,7.49916666666667,STILL,work,Clear,23.9,8.9,0.0,0.0,11.0,760.0,20:01:39
4290,19,2015-11-05 01:31:34,12.9977777777778,STILL,"university,school,point_of_interest,establishment",Clear,14.7,0.0,0.0,0.0,21.0,1445.0,01:31:34
4291,19,2015-11-05 12:33:04,24.0227777777778,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,14.0,0.0,0.0,0.0,22.0,2117.0,12:33:04
4292,19,2015-11-05 17:36:06,29.0733333333333,ON_FOOT,"park,point_of_interest,establishment",Overcast,20.1,8.1,0.0,0.0,15.0,1089.0,17:36:06
4294,20,2015-10-15 18:31:34,0.132222222222222,STILL,work,Overcast,-1024.0,-1.0,-1.0,-1.0,8.0,456.0,18:31:34
4295,20,2015-10-15 21:46:50,0.0547222222222222,STILL,home,Overcast,13.1,3.2,15.0,0.0,12.0,272.0,21:46:50
4296,20,2015-10-15 23:31:31,0.0722222222222222,STILL,home,Overcast,11.5,7.0,58.0,0.0,9.0,307.0,23:31:31
4299,20,2015-10-16 18:31:54,0.0486111111111111,STILL,work,Overcast,11.2,2.2,0.0,0.0,2.0,130.0,18:31:54
4300,20,2015-10-16 21:47:47,0.0072222222222222,STILL,home,Overcast,8.1,6.2,0.0,0.0,12.0,390.0,21:47:47
4301,20,2015-10-16 23:31:34,0.2225,STILL,"park,point_of_interest,establishment",Overcast,5.2,1.0,0.0,0.0,3.0,99.0,23:31:34
4303,20,2015-10-17 16:18:16,0.754166666666667,STILL,home,Overcast,5.2,6.5,0.0,0.0,3.0,113.0,16:18:16
4304,20,2015-10-17 18:31:31,0.0080555555555555,STILL,home,Overcast,6.5,6.2,0.0,0.0,5.0,233.0,18:31:31
4305,20,2015-10-17 21:48:06,0.0216666666666667,STILL,home,Overcast,6.3,9.5,0.0,0.0,1.0,22.0,21:48:06
4309,20,2015-10-18 18:34:40,1.57694444444444,STILL,"store,point_of_interest,establishment",Partly Cloudy,7.2,6.5,0.0,0.0,0.0,0.0,18:34:40
4310,20,2015-10-18 21:46:31,0.0613888888888889,STILL,"gym,health,point_of_interest,establishment",Clear,9.3,0.0,0.0,0.0,21.0,1887.0,21:46:31
4312,20,2015-10-19 12:18:16,11.1147222222222,STILL,work,Clear,1.2,0.0,0.0,0.0,4.0,122.0,12:18:16
4313,20,2015-10-19 16:17:45,0.0247222222222222,ON_FOOT,work,Partly Cloudy,13.9,1.3,0.0,0.0,9.0,372.0,16:17:45
4315,20,2015-10-19 21:47:05,0.0197222222222222,IN_VEHICLE,"hardware_store,general_contractor,store,point_of_interest,establishment",Clear,18.3,4.2,0.0,0.0,10.0,369.0,21:47:05
4316,20,2015-10-19 23:31:40,0.0388888888888889,STILL,home,Clear,17.1,2.5,0.0,0.0,10.0,228.0,23:31:40
4317,20,2015-10-20 12:17:34,0.754166666666667,IN_VEHICLE,"restaurant,food,point_of_interest,establishment",Partly Cloudy,12.4,0.0,15.0,0.0,6.0,154.0,12:17:34
4323,20,2015-10-21 16:21:33,0.741666666666667,STILL,"beauty_salon,store,hair_care,point_of_interest,establishment",Overcast,13.8,8.9,15.0,0.0,10.0,489.0,16:21:33
4325,20,2015-10-21 21:48:52,0.0813888888888889,STILL,home,Overcast,21.6,2.4,0.0,0.0,5.0,193.0,21:48:52
4326,20,2015-10-21 23:31:31,1.17222222222222,STILL,home,Mostly Cloudy,18.6,1.5,15.0,0.0,8.0,287.0,23:31:31
4327,20,2015-10-22 12:16:36,0.0947222222222222,STILL,"university,point_of_interest,establishment",Overcast,14.2,0.0,0.0,0.0,1.0,23.0,12:16:36
4328,20,2015-10-22 16:16:39,3.6625,STILL,"university,point_of_interest,establishment",Mostly Cloudy,15.2,0.0,0.0,0.0,2.0,59.0,16:16:39
4334,20,2015-10-23 18:32:08,0.0430555555555556,STILL,work,Clear,14.3,3.0,0.0,0.0,5.0,224.0,18:32:08
4335,20,2015-10-23 21:47:25,0.881666666666667,IN_VEHICLE,"store,point_of_interest,establishment",Partly Cloudy,12.7,3.1,0.0,0.0,5.0,128.0,21:47:25
4338,20,2015-10-24 16:17:04,0.210555555555556,STILL,"gym,health,point_of_interest,establishment",Overcast,15.6,1.0,0.0,0.0,9.0,247.0,16:17:04
4339,20,2015-10-24 18:35:23,0.266111111111111,STILL,home,Overcast,19.8,2.6,3.0,0.0,25.0,1151.0,18:35:23
4340,20,2015-10-24 21:48:35,2.62083333333333,IN_VEHICLE,"store,car_repair,point_of_interest,establishment",Overcast,16.9,2.0,73.0,0.0,7.0,249.0,21:48:35
4343,20,2015-10-25 16:16:43,0.125833333333333,STILL,"clothing_store,store,point_of_interest,establishment",Clear,12.7,4.2,0.0,0.0,7.0,291.0,16:16:43
4345,20,2015-10-25 21:46:21,0.131111111111111,STILL,"clothing_store,store,point_of_interest,establishment",Partly Cloudy,14.2,4.2,0.0,0.0,6.0,115.0,21:46:21
4346,20,2015-10-25 23:31:42,0.0030555555555555,STILL,home,Partly Cloudy,9.5,0.0,0.0,0.0,0.0,0.0,23:31:42
4349,20,2015-10-26 18:32:59,0.303888888888889,STILL,work,Clear,14.6,6.9,0.0,0.0,6.0,227.0,18:32:59
4350,20,2015-10-26 21:46:35,0.0011111111111111,STILL,home,Clear,14.1,0.3,0.0,0.0,11.0,324.0,21:46:35
4355,20,2015-10-27 21:46:38,0.0441666666666667,IN_VEHICLE,"food,store,point_of_interest,establishment",Overcast,13.0,0.0,0.0,0.0,6.0,238.0,21:46:38
4356,20,2015-10-27 23:31:14,0.0697222222222222,STILL,home,Overcast,10.5,5.7,0.0,0.0,5.0,97.0,23:31:14
4357,20,2015-10-28 12:18:35,0.315277777777778,STILL,work,Rain,11.4,2.9,66.0,0.0,5.0,287.0,12:18:35
4358,20,2015-10-28 16:18:12,4.30888888888889,STILL,work,Mostly Cloudy,13.6,1.3,39.0,0.0,3.0,77.0,16:18:12
4359,20,2015-10-28 18:31:56,0.244166666666667,STILL,work,Overcast,14.4,11.0,45.0,0.0,0.0,0.0,18:31:56
4362,20,2015-10-29 12:18:50,0.184166666666667,STILL,"university,point_of_interest,establishment",Partly Cloudy,3.4,5.0,15.0,0.0,12.0,587.0,12:18:50
4364,20,2015-10-29 18:32:33,0.786111111111111,STILL,"restaurant,food,point_of_interest,establishment",Overcast,5.1,6.9,0.0,0.0,8.0,241.0,18:32:33
4365,20,2015-10-29 21:47:37,1.02638888888889,IN_VEHICLE,"store,general_contractor,plumber,point_of_interest,establishment",Overcast,6.0,8.6,0.0,0.0,10.0,265.0,21:47:37
4371,20,2015-10-30 23:33:44,1.23055555555556,STILL,home,Overcast,7.9,0.6,0.0,0.0,0.0,0.0,23:33:44
4373,20,2015-10-31 16:16:22,0.105,STILL,"gym,health,point_of_interest,establishment",Overcast,8.4,2.0,15.0,0.0,15.0,465.0,16:16:22
4374,20,2015-10-31 18:33:12,0.0483333333333333,IN_VEHICLE,"bakery,store,food,point_of_interest,establishment",Overcast,9.1,3.0,42.0,0.0,3.0,110.0,18:33:12
4376,20,2015-10-31 23:31:52,0.0608333333333333,STILL,"gym,health,point_of_interest,establishment",Mostly Cloudy,7.3,2.9,67.0,0.0,1.0,18.0,23:31:52
4377,20,2015-11-01 13:18:15,4.99527777777778,STILL,home,Partly Cloudy,9.4,3.3,0.0,0.0,0.0,0.0,13:18:15
4379,20,2015-11-01 19:31:19,0.0002777777777777,STILL,home,Clear,15.7,15.1,0.0,0.0,7.0,267.0,19:31:19
4380,20,2015-11-01 22:46:39,0.0008333333333333,STILL,home,Clear,13.1,3.2,0.0,0.0,3.0,61.0,22:46:39
4383,20,2015-11-02 17:16:37,0.0169444444444444,STILL,work,Clear,17.2,10.1,0.0,0.0,2.0,54.0,17:16:37
4387,20,2015-11-03 13:17:03,0.0580555555555556,STILL,work,Clear,9.3,0.0,0.0,0.0,1.0,23.0,13:17:03
4389,20,2015-11-03 19:32:39,0.366944444444444,STILL,work,Clear,23.4,0.0,0.0,0.0,8.0,383.0,19:32:39
4391,20,2015-11-04 00:32:45,0.396944444444444,STILL,home,Clear,13.9,1.0,0.0,0.0,7.0,195.0,00:32:45
4392,20,2015-11-04 13:18:28,1.61361111111111,STILL,work,Clear,8.7,0.0,0.0,0.0,6.0,280.0,13:18:28
4393,20,2015-11-04 17:16:32,0.0302777777777778,STILL,work,Clear,23.3,4.0,0.0,0.0,8.0,202.0,17:16:32
4399,20,2015-11-05 19:31:34,0.318333333333333,STILL,work,Mostly Cloudy,21.7,8.1,0.0,0.0,5.0,300.0,19:31:34
4400,20,2015-11-05 22:47:46,0.436388888888889,IN_VEHICLE,"home_goods_store,store,point_of_interest,establishment",Mostly Cloudy,20.2,2.0,0.0,0.0,3.0,59.0,22:47:46
4403,20,2015-11-06 17:17:35,0.175555555555556,STILL,"university,point_of_interest,establishment",Partly Cloudy,14.6,7.0,0.0,0.0,4.0,153.0,17:17:35
4406,20,2015-11-07 00:31:53,0.515555555555556,STILL,"restaurant,food,point_of_interest,establishment",Overcast,9.1,2.2,0.0,0.0,6.0,349.0,00:31:53
4409,20,2015-11-07 19:33:28,0.131111111111111,STILL,"gym,health,point_of_interest,establishment",Mostly Cloudy,10.2,12.6,0.0,0.0,0.0,0.0,19:33:28
4413,20,2015-11-08 17:17:13,0.235277777777778,STILL,home,Clear,9.3,2.0,0.0,0.0,3.0,114.0,17:17:13
4417,20,2015-11-09 13:18:32,0.442777777777778,STILL,work,Clear,-0.2,0.0,0.0,0.0,3.0,75.0,13:18:32
4418,20,2015-11-09 17:16:36,0.11,ON_FOOT,"store,health,point_of_interest,establishment",Clear,10.7,0.9,0.0,0.0,17.0,977.0,17:16:36
4419,20,2015-11-09 19:32:14,0.475833333333333,STILL,work,Clear,12.7,1.6,0.0,0.0,2.0,51.0,19:32:14
4420,20,2015-11-09 22:46:39,0.01,STILL,home,Clear,9.1,0.0,0.0,0.0,4.0,124.0,22:46:39
4421,20,2015-11-10 00:32:00,0.233333333333333,STILL,"clothing_store,store,point_of_interest,establishment",Clear,5.8,0.0,1.0,0.0,5.0,138.0,00:32:00
4425,20,2015-11-10 22:46:28,0.0208333333333333,STILL,home,Overcast,8.3,0.6,0.0,0.0,13.0,297.0,22:46:28
4427,20,2015-11-11 13:17:00,0.728611111111111,IN_VEHICLE,"store,point_of_interest,establishment",Clear,0.2,0.0,0.0,0.0,5.0,146.0,13:17:00
4428,20,2015-11-11 17:17:24,2.69527777777778,STILL,work,Clear,12.3,6.0,0.0,0.0,0.0,0.0,17:17:24
4429,20,2015-11-11 19:32:33,0.386388888888889,STILL,work,Clear,12.6,6.9,0.0,0.0,0.0,0.0,19:32:33
4430,20,2015-11-11 22:46:24,0.107222222222222,STILL,"clothing_store,store,point_of_interest,establishment",Clear,10.7,2.2,0.0,0.0,4.0,83.0,22:46:24
4432,20,2015-11-12 13:18:00,0.544722222222222,STILL,work,Overcast,10.4,5.1,30.0,0.0,3.0,81.0,13:18:00
4439,20,2015-11-13 19:31:41,0.475833333333333,STILL,work,Overcast,4.9,34.0,46.0,0.0,10.0,920.0,19:31:41
4440,20,2015-11-13 22:46:37,0.334722222222222,ON_FOOT,"store,car_repair,point_of_interest,establishment",Overcast,3.1,8.0,0.0,0.0,9.0,320.0,22:46:37
4449,20,2015-11-15 19:33:33,0.244166666666667,STILL,home,Clear,19.3,1.0,0.0,0.0,15.0,705.0,19:33:33
4450,20,2015-11-15 22:47:01,0.954166666666667,STILL,"clothing_store,store,point_of_interest,establishment",Clear,13.7,7.9,0.0,0.0,1.0,16.0,22:47:01
4451,20,2015-11-16 00:31:32,0.0463888888888889,IN_VEHICLE,"store,health,point_of_interest,establishment",Clear,9.2,0.0,0.0,0.0,15.0,533.0,00:31:32
4454,20,2015-11-16 19:33:34,0.613055555555556,STILL,work,Clear,16.1,6.0,0.0,0.0,7.0,273.0,19:33:34
4456,20,2015-11-17 00:33:23,0.528888888888889,STILL,"clothing_store,store,point_of_interest,establishment",Partly Cloudy,11.3,0.7,0.0,0.0,2.0,43.0,00:33:23
4459,20,2015-11-17 19:33:33,0.468611111111111,STILL,work,Partly Cloudy,15.3,2.7,15.0,0.0,5.0,162.0,19:33:33
4461,20,2015-11-18 00:32:24,0.0033333333333333,STILL,home,Overcast,14.7,4.7,49.0,0.0,3.0,72.0,00:32:24
