,user.index,sugg.decision.utime,sugg.response.utime,sugg.device.since,interaction.count,send.active,send.sedentary,recognized.activity,tag.active,tag.indoor,tag.outdoor,tag.outdoor_snow,front.end.application,response,dec.location.category,dec.weather.condition,dec.temperature,dec.windspeed,dec.precipitation.chance,dec.snow,jbmins30,jbsteps30,jbmins60,jbsteps60,jbmins120,jbsteps120,Time of Day
4378,20,2015-11-01 17:18:19,2015-11-01 17:48:21,0.174444444444444,0.0,True,False,STILL,True,False,True,False,OFF,no_response,"gym,health,point_of_interest,establishment",Clear,15.0,5.0,0.0,0.0,14.0,526.0,25.0,1066.0,38.0,1693.0,17:18:19
4381,20,2015-11-02 00:34:09,2015-11-02 00:34:46,0.638333333333333,0.0,False,True,STILL,False,True,True,False,OFF,good,home,Clear,10.2,1.3,0.0,0.0,0.0,0.0,2.0,41.0,4.0,86.0,00:34:09
4384,20,2015-11-02 19:32:51,2015-11-02 19:33:09,0.447222222222222,0.0,True,False,STILL,True,False,True,False,OFF,good,work,Clear,20.9,6.9,0.0,0.0,11.0,858.0,12.0,900.0,19.0,1258.0,19:32:51
4385,20,2015-11-02 22:47:09,2015-11-02 22:47:55,0.156111111111111,0.0,False,True,STILL,False,True,True,False,OFF,good,"clothing_store,store,point_of_interest,establishment",Clear,18.0,3.3,0.0,0.0,0.0,0.0,5.0,143.0,10.0,345.0,22:47:09
4386,20,2015-11-03 00:32:14,2015-11-03 00:32:37,1.74222222222222,0.0,False,True,STILL,False,True,True,False,OFF,good,home,Clear,15.7,0.5,0.0,0.0,4.0,93.0,4.0,93.0,7.0,155.0,00:32:14
4388,20,2015-11-03 17:16:42,2015-11-03 17:17:06,1.13555555555556,0.0,True,False,STILL,True,True,True,False,OFF,good,work,Clear,22.9,1.3,0.0,0.0,2.0,110.0,2.0,110.0,5.0,198.0,17:16:42
4390,20,2015-11-03 22:47:03,2015-11-03 22:47:39,0.291944444444444,0.0,True,False,STILL,True,True,True,False,OFF,good,"store,health,point_of_interest,establishment",Clear,18.2,0.0,0.0,0.0,1.0,16.0,4.0,184.0,8.0,379.0,22:47:03
4394,20,2015-11-04 19:34:25,2015-11-04 19:34:49,0.393055555555556,0.0,True,False,STILL,True,False,True,False,OFF,good,work,Clear,24.0,4.0,0.0,0.0,0.0,0.0,5.0,209.0,13.0,611.0,19:34:25
4395,20,2015-11-04 22:47:09,2015-11-04 22:52:28,1.02722222222222,0.0,False,True,STILL,False,True,True,True,OFF,good,"restaurant,food,point_of_interest,establishment",Partly Cloudy,21.6,0.0,0.0,0.0,9.0,355.0,9.0,355.0,9.0,355.0,22:47:09
4396,20,2015-11-05 00:31:35,2015-11-05 00:31:56,0.0102777777777778,0.0,False,True,STILL,False,True,True,False,com.um.heartsteps,good,home,Clear,17.9,0.0,0.0,0.0,5.0,97.0,5.0,97.0,5.0,97.0,00:31:35
4397,20,2015-11-05 13:16:41,2015-11-05 13:17:16,0.113611111111111,0.0,False,True,STILL,False,True,True,False,OFF,good,work,Fog,14.4,0.0,22.0,0.0,0.0,0.0,2.0,39.0,6.0,137.0,13:16:41
4398,20,2015-11-05 17:16:42,2015-11-05 17:17:04,0.133888888888889,0.0,False,True,STILL,False,True,True,False,OFF,good,"university,point_of_interest,establishment",Overcast,19.8,6.0,0.0,0.0,4.0,170.0,11.0,450.0,13.0,506.0,17:16:42
4401,20,2015-11-06 00:33:57,2015-11-06 00:34:31,2.20611111111111,0.0,False,True,STILL,False,True,True,False,OFF,good,"store,point_of_interest,establishment",Mostly Cloudy,19.3,5.0,0.0,0.0,2.0,42.0,11.0,338.0,14.0,427.0,00:33:57
4402,20,2015-11-06 13:16:41,2015-11-06 13:17:02,0.0027777777777777,0.0,False,True,STILL,False,True,True,False,com.um.heartsteps,good,work,Rain,13.8,0.4,0.0,0.0,6.0,137.0,6.0,137.0,9.0,228.0,13:16:41
4404,20,2015-11-06 19:33:43,2015-11-06 19:35:34,0.482777777777778,0.0,False,True,STILL,False,True,True,False,OFF,good,work,Overcast,13.2,7.0,0.0,0.0,7.0,282.0,10.0,407.0,15.0,510.0,19:33:43
4405,20,2015-11-06 22:46:43,2015-11-06 22:47:25,0.0088888888888888,0.0,True,False,UNKNOWN,True,True,True,True,com.um.heartsteps,good,"electronics_store,store,point_of_interest,establishment",Overcast,8.8,4.0,0.0,0.0,4.0,141.0,4.0,141.0,9.0,364.0,22:46:43
4407,20,2015-11-07 13:16:32,2015-11-07 13:28:35,0.0277777777777778,0.0,True,False,STILL,True,True,True,False,com.um.heartsteps,good,home,Partly Cloudy,6.2,3.2,0.0,0.0,3.0,172.0,7.0,251.0,16.0,583.0,13:16:32
4408,20,2015-11-07 17:17:16,2015-11-07 17:17:47,0.675,0.0,False,True,STILL,False,True,True,False,OFF,good,home,Partly Cloudy,10.2,4.0,0.0,0.0,5.0,98.0,15.0,536.0,31.0,1301.0,17:17:16
4410,20,2015-11-07 22:46:54,2015-11-07 22:47:48,0.521666666666667,0.0,True,False,STILL,True,False,True,False,OFF,good,home,Mostly Cloudy,6.9,5.4,0.0,0.0,3.0,137.0,12.0,460.0,15.0,570.0,22:46:54
4411,20,2015-11-08 00:33:19,2015-11-08 00:33:51,1.59916666666667,0.0,True,False,STILL,True,False,True,False,OFF,good,home,Clear,5.4,2.2,0.0,0.0,0.0,0.0,1.0,26.0,1.0,26.0,00:33:19
4412,20,2015-11-08 13:17:20,2015-11-08 13:47:21,10.4991666666667,0.0,False,True,STILL,False,True,True,False,OFF,no_response,home,Clear,-0.9,0.0,0.0,0.0,0.0,0.0,1.0,28.0,1.0,28.0,13:17:20
4414,20,2015-11-08 19:31:32,2015-11-08 19:33:25,0.0152777777777778,0.0,False,True,STILL,False,True,True,False,OFF,good,home,Clear,10.5,5.0,0.0,0.0,9.0,269.0,20.0,896.0,32.0,1420.0,19:31:32
4415,20,2015-11-08 22:47:18,2015-11-08 23:03:07,0.675277777777778,0.0,False,True,STILL,False,True,True,False,OFF,good,"grocery_or_supermarket,food,store,point_of_interest,establishment",Clear,8.2,0.0,0.0,0.0,2.0,72.0,5.0,162.0,8.0,246.0,22:47:18
4416,20,2015-11-09 00:31:47,2015-11-09 00:32:02,0.0108333333333333,0.0,True,False,STILL,True,False,True,False,com.um.heartsteps,bad,"gym,health,point_of_interest,establishment",Clear,2.1,0.0,0.0,0.0,2.0,47.0,4.0,73.0,8.0,206.0,00:31:47
4422,20,2015-11-10 13:17:18,2015-11-10 13:17:35,0.150750000013245,0.0,False,True,STILL,False,True,True,False,OFF,good,work,Rain,6.5,0.4,49.0,0.0,0.0,0.0,1.0,33.0,2.0,56.0,13:17:18
4423,20,2015-11-10 17:17:21,2015-11-10 17:34:34,0.521944444444444,0.0,False,True,STILL,False,True,True,False,OFF,good,work,Overcast,7.8,3.0,15.0,0.0,6.0,155.0,6.0,155.0,17.0,511.0,17:17:21
4424,20,2015-11-10 19:32:11,2015-11-10 20:02:12,0.233055555555556,0.0,True,False,STILL,True,True,True,False,OFF,no_response,work,Overcast,7.5,6.0,15.0,0.0,0.0,0.0,2.0,54.0,13.0,558.0,19:32:11
4426,20,2015-11-11 00:31:40,Unknown,0.0030555555555555,-1.0,True,False,STILL,True,True,True,False,com.um.heartsteps,No Response,home,Overcast,8.0,0.0,0.0,0.0,0.0,0.0,5.0,218.0,6.0,237.0,00:31:40
4431,20,2015-11-12 00:32:17,2015-11-12 00:33:56,1.24944444444444,0.0,True,False,STILL,True,True,True,False,OFF,good,home,Clear,9.7,0.0,0.0,0.0,4.0,90.0,4.0,90.0,4.0,90.0,00:32:17
4433,20,2015-11-12 17:17:10,2015-11-12 17:18:13,1.46111111111111,0.0,True,False,STILL,True,True,True,False,OFF,good,"pharmacy,convenience_store,food,store,health,point_of_interest,establishment",Overcast,8.3,11.0,15.0,0.0,13.0,1300.0,15.0,1347.0,18.0,1489.0,17:17:10
4434,20,2015-11-12 19:32:18,2015-11-12 19:32:37,0.383888888888889,0.0,True,False,STILL,True,True,True,False,OFF,good,work,Overcast,8.1,33.1,15.0,0.0,2.0,41.0,8.0,288.0,12.0,420.0,19:32:18
4435,20,2015-11-12 22:46:38,2015-11-12 22:46:47,0.0491666666666667,0.0,False,True,STILL,False,True,True,False,com.um.heartsteps,good,home,Rain,8.1,11.8,57.0,0.0,0.0,0.0,1.0,24.0,13.0,515.0,22:46:38
4436,20,2015-11-13 00:32:32,2015-11-13 00:33:56,0.138055555555556,0.0,True,False,STILL,True,False,True,False,OFF,good,home,Rain,8.3,17.0,17.0,0.0,6.0,275.0,6.0,275.0,21.0,700.0,00:32:32
4437,20,2015-11-13 13:16:39,2015-11-13 13:17:02,0.373611111111111,0.0,False,True,STILL,False,True,True,False,OFF,good,work,Overcast,4.8,1.8,0.0,0.0,1.0,23.0,5.0,148.0,6.0,168.0,13:16:39
4438,20,2015-11-13 17:17:09,2015-11-13 17:17:29,0.103055555555556,0.0,False,True,STILL,False,False,True,False,OFF,good,"pharmacy,convenience_store,food,store,health,point_of_interest,establishment",Overcast,4.9,6.0,42.0,0.0,0.0,0.0,0.0,0.0,2.0,52.0,17:17:09
4441,20,2015-11-14 00:31:46,2015-11-14 00:31:55,0.0377777777777778,0.0,True,False,STILL,True,True,True,False,com.um.heartsteps,good,home,Overcast,3.3,4.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,77.0,00:31:46
4442,20,2015-11-14 13:17:39,2015-11-14 13:47:40,10.4288888888889,0.0,True,False,STILL,True,False,True,False,OFF,no_response,home,Mostly Cloudy,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,13:17:39
4443,20,2015-11-14 17:16:41,2015-11-14 17:17:52,0.238888888888889,0.0,True,False,STILL,True,False,True,False,OFF,good,"store,point_of_interest,establishment",Partly Cloudy,7.8,4.0,0.0,0.0,8.0,297.0,15.0,646.0,34.0,1380.0,17:16:41
4444,20,2015-11-14 19:35:17,2015-11-14 19:42:18,0.355277777777778,0.0,True,False,STILL,True,False,True,False,OFF,good,home,Clear,10.1,2.0,0.0,0.0,1.0,20.0,3.0,95.0,7.0,207.0,19:35:17
4445,20,2015-11-14 22:46:35,2015-11-14 22:46:46,0.0025,0.0,False,True,STILL,False,True,True,False,com.um.heartsteps,good,home,Clear,8.3,1.4,0.0,0.0,0.0,0.0,2.0,76.0,13.0,536.0,22:46:35
4446,20,2015-11-15 00:33:33,2015-11-15 01:03:54,0.106666666666667,2.0,True,False,STILL,True,False,True,False,OFF,no_response,"furniture_store,general_contractor,home_goods_store,store,point_of_interest,establishment",Partly Cloudy,7.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,252.0,00:33:33
4447,20,2015-11-15 13:18:36,2015-11-15 13:48:55,3.72083333333333,0.0,True,False,STILL,True,False,True,False,OFF,no_response,home,Clear,9.3,7.0,0.0,0.0,0.0,0.0,1.0,24.0,1.0,24.0,13:18:36
4448,20,2015-11-15 17:17:12,2015-11-15 17:22:30,0.443333333333333,0.0,False,True,STILL,False,False,True,False,OFF,good,"clothing_store,store,point_of_interest,establishment",Clear,17.2,2.0,0.0,0.0,3.0,148.0,7.0,263.0,20.0,984.0,17:17:12
4452,20,2015-11-16 13:17:30,2015-11-16 13:18:46,0.0613888888888889,0.0,True,False,STILL,True,True,True,False,OFF,good,work,Clear,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,43.0,13:17:30
4453,20,2015-11-16 17:17:54,2015-11-16 17:18:27,0.848888888888889,0.0,False,True,STILL,False,True,True,False,OFF,good,"meal_takeaway,restaurant,meal_delivery,food,point_of_interest,establishment",Clear,16.0,0.4,0.0,0.0,5.0,276.0,8.0,460.0,12.0,565.0,17:17:54
4455,20,2015-11-16 22:47:50,2015-11-16 22:48:22,0.938055555555556,0.0,True,False,STILL,True,True,True,False,OFF,good,home,Partly Cloudy,10.3,0.0,0.0,0.0,3.0,65.0,8.0,185.0,13.0,282.0,22:47:50
4457,20,2015-11-17 13:17:04,2015-11-17 13:18:49,0.558333333333333,0.0,False,True,STILL,False,True,True,True,OFF,good,work,Partly Cloudy,6.6,0.0,0.0,0.0,3.0,121.0,5.0,193.0,5.0,193.0,13:17:04
4458,20,2015-11-17 17:21:17,2015-11-17 17:21:32,3.69833333333333,0.0,True,False,STILL,True,False,True,False,OFF,good,work,Overcast,13.9,8.0,15.0,0.0,0.0,0.0,4.0,233.0,7.0,317.0,17:21:17
4460,20,2015-11-17 22:47:55,2015-11-17 22:48:15,0.127777777777778,0.0,True,False,STILL,True,False,True,False,OFF,good,"store,health,point_of_interest,establishment",Overcast,13.9,3.0,15.0,0.0,1.0,45.0,1.0,45.0,7.0,264.0,22:47:55
4462,20,2015-11-18 13:16:38,2015-11-18 13:18:14,0.0061111111111111,0.0,False,True,STILL,False,True,True,False,com.um.heartsteps,good,work,Clear,14.8,7.6,0.0,0.0,0.0,0.0,1.0,19.0,2.0,54.0,13:16:38
4464,20,2015-11-18 19:33:40,2015-11-18 19:49:37,0.391388888888889,0.0,True,False,STILL,True,True,True,False,OFF,good,work,Overcast,14.2,11.0,80.0,0.0,5.0,263.0,9.0,480.0,10.0,499.0,19:33:40
4465,20,2015-11-18 22:46:59,2015-11-18 22:50:53,0.638611111111111,0.0,True,False,STILL,True,True,True,False,OFF,good,"clothing_store,store,point_of_interest,establishment",Rain,15.2,11.0,55.0,0.0,3.0,74.0,5.0,130.0,10.0,283.0,22:46:59
4466,20,2015-11-19 00:32:39,2015-11-19 00:32:47,0.0016666666666666,0.0,False,True,STILL,False,True,True,True,com.um.heartsteps,good,"store,point_of_interest,establishment",Overcast,15.3,4.0,43.0,0.0,5.0,219.0,5.0,219.0,8.0,332.0,00:32:39
4468,20,2015-11-19 17:18:32,2015-11-19 17:21:39,0.779444444444444,0.0,True,False,STILL,True,False,True,False,OFF,good,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Mostly Cloudy,10.1,12.0,0.0,0.0,6.0,315.0,8.0,344.0,13.0,444.0,17:18:32
4471,20,2015-11-20 00:33:32,Unknown,0.0233333333333333,-1.0,True,False,STILL,True,False,True,False,OFF,No Response,home,Clear,4.7,13.5,0.0,0.0,1.0,20.0,1.0,20.0,3.0,66.0,00:33:32
4472,20,2015-11-20 13:17:46,2015-11-20 13:28:41,0.503888888888889,0.0,False,True,STILL,False,True,True,True,OFF,good,work,Clear,-0.6,0.2,0.0,0.0,0.0,0.0,3.0,75.0,11.0,491.0,13:17:46
4474,20,2015-11-20 19:36:34,2015-11-20 19:40:29,0.495555555555556,0.0,False,True,STILL,False,True,True,False,OFF,good,"home_goods_store,store,point_of_interest,establishment",Clear,7.5,8.0,0.0,0.0,9.0,272.0,14.0,414.0,26.0,1011.0,19:36:34
4476,20,2015-11-21 00:31:34,2015-11-21 00:31:53,0.415833333333333,0.0,False,True,STILL,False,True,True,False,OFF,good,"clothing_store,store,point_of_interest,establishment",Clear,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:31:34
4477,20,2015-11-21 13:18:33,2015-11-21 13:29:24,0.253888888888889,0.0,True,False,STILL,True,False,True,True,OFF,good,"clothing_store,store,point_of_interest,establishment",Snow,-0.3,0.5,81.0,8.0,1.0,25.0,1.0,25.0,7.0,293.0,13:18:33
4479,20,2015-11-21 19:32:00,2015-11-21 19:33:04,0.0036111111111111,0.0,True,False,STILL,True,False,True,True,com.um.heartsteps,good,home,Snow,0.1,0.0,95.0,13.0,1.0,29.0,2.0,58.0,17.0,798.0,19:32:00
4484,20,2015-11-22 19:32:57,2015-11-22 19:36:17,0.352777777777778,0.0,False,True,STILL,False,True,True,False,OFF,good,"clothing_store,store,point_of_interest,establishment",Clear,-1.2,5.0,0.0,0.0,6.0,207.0,6.0,207.0,8.0,247.0,19:32:57
4485,20,2015-11-22 22:49:58,2015-11-22 22:56:37,0.276944444444444,0.0,False,True,STILL,False,True,True,False,OFF,bad,home,Clear,-4.6,0.0,0.0,0.0,3.0,83.0,3.0,83.0,4.0,98.0,22:49:58
4486,20,2015-11-23 00:31:37,2015-11-23 00:31:56,0.0327777777777778,0.0,False,True,STILL,False,True,True,False,com.um.heartsteps,good,"clothing_store,store,point_of_interest,establishment",Clear,-7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,159.0,00:31:37
4487,20,2015-11-23 13:16:53,2015-11-23 13:17:49,0.408055555555556,0.0,True,False,STILL,True,True,True,False,OFF,good,work,Overcast,-5.1,0.0,15.0,0.0,0.0,0.0,1.0,21.0,2.0,42.0,13:16:53
4489,20,2015-11-23 19:33:10,2015-11-23 19:45:57,0.684166666666667,0.0,False,True,STILL,False,True,True,True,OFF,good,work,Overcast,-0.4,8.1,0.0,0.0,3.0,88.0,10.0,419.0,15.0,585.0,19:33:10
4490,20,2015-11-23 22:47:32,2015-11-23 23:18:29,0.0980555555555556,0.0,True,False,STILL,True,True,False,False,OFF,no_response,home,Overcast,-0.5,0.6,24.0,0.0,4.0,128.0,8.0,246.0,12.0,364.0,22:47:32
4493,20,2015-11-24 17:20:07,2015-11-24 17:20:22,0.420277777777778,0.0,True,False,STILL,True,True,True,False,OFF,good,work,Overcast,4.7,0.0,0.0,0.0,3.0,98.0,4.0,117.0,8.0,188.0,17:20:07
4497,20,2015-11-25 13:17:02,2015-11-25 13:46:37,0.411944444444444,0.0,False,True,STILL,False,True,True,False,OFF,good,work,Clear,-0.9,0.0,3.0,0.0,0.0,0.0,1.0,35.0,6.0,222.0,13:17:02
4500,20,2015-11-25 22:46:56,2015-11-25 22:49:49,0.112777777777778,0.0,True,False,STILL,True,False,True,False,OFF,good,"clothing_store,store,point_of_interest,establishment",Clear,8.6,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,45.0,22:46:56
4504,20,2015-11-26 19:32:19,2015-11-26 19:49:11,0.205833333333333,0.0,False,True,STILL,False,True,True,False,OFF,good,"clothing_store,store,point_of_interest,establishment",Overcast,14.2,3.0,15.0,0.0,1.0,25.0,1.0,25.0,8.0,235.0,19:32:19
4506,20,2015-11-27 00:35:56,2015-11-27 01:05:39,0.604444444444444,0.0,True,False,STILL,True,True,True,True,OFF,good,"store,point_of_interest,establishment",Overcast,13.1,6.7,0.0,0.0,4.0,105.0,4.0,105.0,5.0,123.0,00:35:56
4508,20,2015-11-27 17:16:41,2015-11-27 17:16:50,0.0108333333333333,0.0,False,True,STILL,False,True,True,False,com.um.heartsteps,good,home,Rain,8.9,4.0,8.0,0.0,14.0,708.0,15.0,764.0,29.0,1286.0,17:16:41
4509,20,2015-11-27 19:35:06,2015-11-27 19:35:30,0.0302777777777778,0.0,False,True,STILL,False,True,True,False,OFF,good,home,Mostly Cloudy,6.1,1.0,5.0,0.0,5.0,175.0,8.0,260.0,20.0,640.0,19:35:06
4511,20,2015-11-28 00:32:32,2015-11-28 00:33:06,0.0177777777777778,0.0,True,False,STILL,True,True,True,False,OFF,good,home,Overcast,-1024.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,31.0,5.0,114.0,00:32:32
4512,20,2015-11-28 13:17:00,2015-11-28 13:31:31,9.15805555555556,0.0,True,False,STILL,True,True,True,False,OFF,good,home,Overcast,-0.1,4.0,0.0,0.0,1.0,23.0,2.0,46.0,4.0,114.0,13:17:00
4515,20,2015-11-28 22:49:30,Unknown,0.0302777777777778,-1.0,True,False,STILL,True,True,True,False,OFF,No Response,"clothing_store,store,point_of_interest,establishment",Clear,-0.9,0.0,0.0,0.0,5.0,251.0,5.0,251.0,13.0,600.0,22:49:30
4517,20,2015-11-29 13:16:30,2015-11-29 13:46:58,9.67305555555556,0.0,False,True,STILL,False,True,True,False,OFF,no_response,home,Clear,-6.5,0.0,0.0,0.0,0.0,0.0,4.0,66.0,5.0,141.0,13:16:30
4519,20,2015-11-29 19:35:23,2015-11-29 19:52:40,0.0163888888888889,0.0,True,False,STILL,True,False,True,False,OFF,bad,home,Clear,3.8,1.0,0.0,0.0,10.0,548.0,10.0,548.0,10.0,548.0,19:35:23
4522,20,2015-11-30 13:16:33,2015-11-30 13:20:44,0.400833333333333,0.0,True,False,STILL,True,True,True,False,OFF,good,"university,point_of_interest,establishment",Clear,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,115.0,13:16:33
4525,20,2015-11-30 22:46:35,2015-11-30 22:56:31,0.147777777777778,0.0,False,True,STILL,False,True,True,False,OFF,good,home,Clear,4.4,0.8,0.0,0.0,9.0,230.0,9.0,230.0,11.0,314.0,22:46:35
4527,20,2015-12-01 13:17:04,2015-12-01 13:17:32,0.668888888888889,1.0,False,True,STILL,False,True,True,False,OFF,good,"home_goods_store,store,point_of_interest,establishment",Overcast,5.6,7.0,3.0,0.0,3.0,61.0,6.0,190.0,6.0,190.0,13:17:04
4529,21,2015-10-22 18:31:47,2015-10-22 18:32:20,0.868333333333333,1.0,True,False,STILL,True,False,True,False,OFF,good,"university,point_of_interest,establishment",Mostly Cloudy,17.7,0.4,0.0,0.0,17.0,1114.0,47.0,4104.0,59.0,4627.0,18:31:47
4532,21,2015-10-23 13:01:30,2015-10-23 13:01:45,0.625,0.0,True,False,STILL,True,False,True,False,OFF,good,"store,point_of_interest,establishment",Overcast,5.5,2.2,0.0,0.0,0.0,0.0,15.0,561.0,52.0,3661.0,13:01:30
4534,21,2015-10-23 18:31:36,2015-10-23 18:32:42,1.32222222222222,0.0,False,True,STILL,False,True,True,False,OFF,good,"store,point_of_interest,establishment",Partly Cloudy,13.8,0.7,0.0,0.0,16.0,704.0,22.0,876.0,41.0,1632.0,18:31:36
4535,21,2015-10-23 21:33:31,2015-10-23 21:41:21,0.0505555555555556,0.0,False,True,STILL,False,True,True,False,OFF,good,"food,home_goods_store,store,point_of_interest,establishment",Partly Cloudy,13.1,3.7,0.0,0.0,6.0,254.0,21.0,1001.0,30.0,1549.0,21:33:31
4536,21,2015-10-23 23:02:00,2015-10-23 23:03:11,0.5925,0.0,True,False,STILL,True,False,True,False,OFF,good,"pharmacy,store,health,point_of_interest,establishment",Partly Cloudy,10.7,5.0,0.0,0.0,12.0,528.0,19.0,818.0,35.0,1856.0,23:02:00
4542,21,2015-10-25 13:01:33,2015-10-25 13:20:15,10.7722222222222,0.0,True,False,STILL,True,True,True,False,OFF,good,home,Clear,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,139.0,13:01:33
4543,21,2015-10-25 15:31:30,2015-10-25 15:31:42,0.0058333333333333,0.0,True,False,UNKNOWN,True,True,True,True,OFF,good,home,Clear,11.9,1.0,0.0,0.0,3.0,118.0,19.0,927.0,42.0,1844.0,15:31:30
4545,21,2015-10-25 21:32:07,2015-10-25 21:32:20,0.0022222222222222,0.0,True,False,STILL,True,False,True,False,com.um.heartsteps,good,home,Clear,15.4,4.9,0.0,0.0,6.0,276.0,9.0,364.0,16.0,594.0,21:32:07
4546,21,2015-10-25 23:01:31,2015-10-25 23:03:58,1.38,0.0,True,False,STILL,True,False,True,False,OFF,bad,home,Clear,10.0,0.0,0.0,0.0,3.0,64.0,8.0,298.0,15.0,522.0,23:01:31
4549,21,2015-10-26 18:33:42,2015-10-26 18:33:55,1.71138888888889,0.0,True,False,STILL,True,False,True,False,OFF,good,"university,point_of_interest,establishment",Clear,14.6,6.9,0.0,0.0,0.0,0.0,5.0,205.0,5.0,205.0,18:33:42
4550,21,2015-10-26 21:31:32,2015-10-26 22:01:35,0.629166666666667,0.0,True,False,STILL,True,False,True,False,OFF,no_response,home,Clear,12.9,1.0,0.0,0.0,30.0,3063.0,47.0,4651.0,48.0,4706.0,21:31:32
4553,21,2015-10-27 15:32:25,2015-10-27 15:33:55,0.108888888888889,0.0,False,True,STILL,False,True,True,False,OFF,good,"university,point_of_interest,establishment",Clear,11.3,2.0,0.0,0.0,3.0,227.0,3.0,227.0,5.0,268.0,15:32:25
4554,21,2015-10-27 18:33:10,2015-10-27 18:44:41,0.5475,0.0,False,True,STILL,False,True,True,False,OFF,good,"university,point_of_interest,establishment",Partly Cloudy,13.9,6.0,0.0,0.0,4.0,181.0,4.0,181.0,14.0,688.0,18:33:10
4555,21,2015-10-27 21:35:08,2015-10-27 21:35:16,0.0266666666666667,0.0,True,False,STILL,True,True,True,False,com.um.heartsteps,good,"gas_station,convenience_store,atm,food,store,car_repair,finance,point_of_interest,establishment",Mostly Cloudy,12.2,6.9,0.0,0.0,5.0,166.0,11.0,368.0,12.0,389.0,21:35:08
4556,21,2015-10-27 23:02:56,2015-10-27 23:03:11,0.0018611111243565,0.0,True,False,STILL,True,False,True,False,com.um.heartsteps,good,"gas_station,convenience_store,atm,food,store,car_repair,finance,point_of_interest,establishment",Mostly Cloudy,11.2,4.9,0.0,0.0,7.0,175.0,7.0,175.0,19.0,714.0,23:02:56
4557,21,2015-10-28 13:01:41,2015-10-28 13:01:54,0.0011111111111111,0.0,True,False,STILL,True,True,False,False,OFF,bad,home,Mostly Cloudy,11.2,4.0,82.0,0.0,11.0,434.0,18.0,903.0,25.0,1381.0,13:01:41
4558,21,2015-10-28 15:31:47,2015-10-28 15:32:05,1.3625,0.0,False,True,STILL,False,True,True,False,OFF,good,"university,point_of_interest,establishment",Overcast,13.7,10.0,35.0,0.0,0.0,0.0,6.0,361.0,17.0,965.0,15:31:47
4559,21,2015-10-28 18:35:57,2015-10-28 19:06:01,0.9275,0.0,False,True,STILL,False,True,True,False,OFF,no_response,"university,point_of_interest,establishment",Rain,15.1,7.0,39.0,0.0,0.0,0.0,8.0,512.0,9.0,533.0,18:35:57
4560,21,2015-10-28 21:32:52,2015-10-28 22:03:42,0.657222222222222,0.0,True,False,STILL,True,True,True,False,OFF,no_response,"university,point_of_interest,establishment",Overcast,16.1,8.1,40.0,0.0,0.0,0.0,8.0,471.0,18.0,841.0,21:32:52
4562,21,2015-10-29 13:02:44,2015-10-29 13:18:15,0.480555555555556,1.0,False,True,STILL,False,False,True,False,OFF,good,"university,point_of_interest,establishment",Partly Cloudy,3.3,6.3,15.0,0.0,0.0,0.0,0.0,0.0,4.0,234.0,13:02:44
4563,21,2015-10-29 15:32:44,2015-10-29 15:32:52,0.0016666666666666,0.0,False,True,STILL,False,True,True,False,OFF,good,"university,point_of_interest,establishment",Mostly Cloudy,4.3,12.1,0.0,0.0,3.0,90.0,6.0,263.0,6.0,263.0,15:32:44
4564,21,2015-10-29 18:31:31,2015-10-29 18:31:41,1.08916666666667,2.0,False,True,STILL,False,True,True,False,OFF,bad,"university,point_of_interest,establishment",Overcast,5.1,6.9,0.0,0.0,2.0,140.0,10.0,784.0,23.0,1281.0,18:31:31
