,user.index,sugg.decision.utime,sugg.response.utime,sugg.device.since,interaction.count,send.active,send.sedentary,recognized.activity,tag.active,tag.indoor,tag.outdoor,tag.outdoor_snow,front.end.application,response,dec.location.category,dec.weather.condition,dec.temperature,dec.windspeed,dec.precipitation.chance,dec.snow,jbmins30,jbsteps30,jbmins60,jbsteps60,jbmins120,jbsteps120,Time of Day
1698,8,2015-08-16 00:36:10,2015-08-16 00:52:05,4.0713055555688,0.0,False,True,STILL,False,True,True,False,OFF,bad,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Clear,25.8,0.0,0.0,0.0,18.0,988.0,33.0,1623.0,40.0,2065.0,00:36:10
1700,8,2015-08-16 16:32:56,2015-08-16 16:33:33,0.665,0.0,True,False,UNKNOWN,True,True,True,True,com.google.android.dialer,good,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Mostly Cloudy,29.3,0.7,0.0,0.0,15.0,1023.0,15.0,1023.0,28.0,1459.0,16:32:56
1702,8,2015-08-16 20:32:15,Unknown,3.11083333333333,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Clear,29.4,2.0,0.0,0.0,5.0,270.0,7.0,310.0,22.0,1296.0,20:32:15
1703,8,2015-08-17 00:34:00,2015-08-17 00:51:33,3.7875,0.0,False,True,STILL,False,True,True,False,OFF,bad,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Clear,26.4,0.0,0.0,0.0,15.0,663.0,23.0,991.0,27.0,1172.0,00:34:00
1704,8,2015-08-17 12:02:23,2015-08-17 12:20:02,0.0394444444444444,0.0,True,False,STILL,True,True,True,False,OFF,bad,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Mostly Cloudy,22.7,0.0,15.0,0.0,0.0,0.0,7.0,316.0,32.0,2445.0,12:02:23
1706,8,2015-08-17 18:34:24,2015-08-17 18:34:53,2.42833333333333,1.0,True,False,STILL,True,False,True,False,OFF,bad,work,Clear,28.8,0.0,15.0,0.0,0.0,0.0,8.0,482.0,16.0,923.0,18:34:24
1707,8,2015-08-17 20:34:47,2015-08-17 20:38:54,0.595277777777778,0.0,False,True,STILL,False,True,True,False,OFF,bad,work,Overcast,27.8,0.0,15.0,0.0,0.0,0.0,6.0,307.0,37.0,2674.0,20:34:47
1708,8,2015-08-18 00:33:11,2015-08-18 00:47:14,2.08861111111111,0.0,False,True,STILL,False,True,True,False,OFF,bad,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Mostly Cloudy,24.6,0.0,38.0,0.0,2.0,58.0,14.0,821.0,22.0,1055.0,00:33:11
1709,8,2015-08-18 12:02:43,2015-08-18 12:17:59,0.0441666666666667,0.0,True,False,STILL,True,True,True,False,OFF,bad,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Mostly Cloudy,19.8,0.0,0.0,0.0,0.0,0.0,4.0,122.0,38.0,2652.0,12:02:43
1711,8,2015-08-18 18:32:29,2015-08-18 18:32:41,0.0802777777777778,0.0,True,False,STILL,True,True,True,False,OFF,good,work,Partly Cloudy,26.3,6.0,43.0,0.0,11.0,947.0,11.0,947.0,24.0,2063.0,18:32:29
1712,8,2015-08-18 20:31:34,2015-08-18 20:33:21,0.136111111111111,0.0,True,False,STILL,True,False,True,False,OFF,good,work,Mostly Cloudy,27.8,5.0,15.0,0.0,11.0,1152.0,11.0,1152.0,11.0,1152.0,20:31:34
1716,8,2015-08-19 18:31:55,2015-08-19 18:32:12,0.165277777777778,0.0,True,False,STILL,True,True,True,False,OFF,good,work,Mostly Cloudy,26.8,0.0,15.0,0.0,11.0,665.0,11.0,665.0,25.0,1873.0,18:31:55
1717,8,2015-08-19 20:31:50,2015-08-19 20:32:10,0.0205555555555556,0.0,True,False,STILL,True,False,True,False,com.android.launcher,good,work,Rain,25.5,5.0,15.0,0.0,4.0,102.0,14.0,784.0,16.0,840.0,20:31:50
1719,8,2015-08-20 12:02:19,Unknown,0.538333333333333,-1.0,True,False,STILL,True,False,True,False,OFF,No Response,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Partly Cloudy,15.9,0.0,0.0,0.0,1.0,18.0,19.0,816.0,42.0,2706.0,12:02:19
1721,8,2015-08-20 18:31:54,2015-08-20 18:32:41,0.562777777777778,0.0,True,False,STILL,True,True,True,False,OFF,bad,work,Mostly Cloudy,22.2,7.0,0.0,0.0,0.0,0.0,2.0,106.0,13.0,652.0,18:31:54
1722,8,2015-08-20 20:32:07,2015-08-20 20:32:28,0.822777777777778,0.0,True,False,STILL,True,True,True,False,OFF,bad,work,Overcast,21.3,6.0,0.0,0.0,3.0,199.0,22.0,1512.0,56.0,2780.0,20:32:07
1723,8,2015-08-21 00:33:54,2015-08-21 00:50:02,0.356111111111111,0.0,True,False,STILL,True,True,True,True,OFF,bad,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Overcast,18.6,2.0,0.0,0.0,2.0,71.0,3.0,96.0,15.0,531.0,00:33:54
1724,8,2015-08-21 12:01:46,2015-08-21 12:02:11,0.526388888888889,0.0,True,False,STILL,True,True,True,False,OFF,bad,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Clear,14.6,0.0,0.0,0.0,6.0,149.0,18.0,837.0,48.0,3160.0,12:01:46
1728,8,2015-08-22 00:33:33,2015-08-22 00:36:12,4.71583333333333,0.0,True,False,STILL,True,True,True,True,OFF,bad,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Partly Cloudy,20.1,0.0,0.0,0.0,4.0,95.0,5.0,120.0,15.0,404.0,00:33:33
1729,8,2015-08-22 12:01:40,2015-08-22 12:02:07,0.0275,1.0,False,True,STILL,False,True,True,False,OFF,bad,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Clear,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12:01:40
1730,8,2015-08-22 16:33:18,2015-08-22 16:33:31,0.393888888888889,1.0,False,True,STILL,False,True,True,False,OFF,bad,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Mostly Cloudy,24.2,4.0,0.0,0.0,5.0,127.0,10.0,280.0,14.0,394.0,16:33:18
1731,8,2015-08-22 18:31:42,2015-08-22 18:32:30,1.87444444444444,0.0,False,True,STILL,False,True,True,False,OFF,bad,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Clear,26.3,0.0,0.0,0.0,3.0,78.0,24.0,1817.0,25.0,1837.0,18:31:42
1733,8,2015-08-23 00:32:12,2015-08-23 00:39:39,4.99222222222222,0.0,False,True,STILL,False,True,True,False,OFF,bad,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Clear,21.8,3.0,0.0,0.0,3.0,129.0,6.0,224.0,6.0,224.0,00:32:12
1735,8,2015-08-23 16:33:10,2015-08-23 17:03:13,0.141111111111111,0.0,False,True,STILL,False,True,True,False,com.android.launcher,no_response,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Mostly Cloudy,23.7,5.0,15.0,0.0,0.0,0.0,4.0,125.0,11.0,385.0,16:33:10
1737,8,2015-08-23 20:35:22,2015-08-23 20:36:30,4.17777777777778,0.0,True,False,STILL,True,True,True,False,OFF,bad,work,Partly Cloudy,25.1,0.0,54.0,0.0,0.0,0.0,0.0,0.0,11.0,623.0,20:35:22
1738,8,2015-08-24 00:37:05,2015-08-24 01:07:47,4.01222222222222,0.0,True,False,STILL,True,False,True,False,OFF,no_response,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Rain,21.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,126.0,00:37:05
1739,8,2015-08-24 12:01:40,2015-08-24 12:15:11,0.2825,2.0,True,False,STILL,True,True,True,False,OFF,bad,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Clear,14.1,0.0,0.0,0.0,9.0,406.0,30.0,2104.0,42.0,2841.0,12:01:40
1742,8,2015-08-24 20:32:51,2015-08-24 20:47:35,4.77055555555556,0.0,False,True,STILL,False,True,True,False,OFF,good,work,Mostly Cloudy,21.9,5.0,0.0,0.0,12.0,961.0,12.0,961.0,12.0,961.0,20:32:51
1743,8,2015-08-25 00:31:55,Unknown,1.03527777777778,-1.0,True,False,STILL,True,True,True,False,OFF,No Response,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Overcast,19.1,1.0,0.0,0.0,0.0,0.0,4.0,120.0,22.0,874.0,00:31:55
1744,8,2015-08-25 12:02:24,2015-08-25 12:02:47,0.532222222222222,0.0,True,False,STILL,True,False,True,False,OFF,bad,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Overcast,13.5,2.0,0.0,0.0,5.0,165.0,12.0,592.0,45.0,3165.0,12:02:24
1746,8,2015-08-25 18:32:29,2015-08-25 18:32:40,0.711111111111111,0.0,False,True,STILL,False,True,True,False,OFF,good,work,Overcast,15.6,1.0,0.0,0.0,10.0,598.0,10.0,598.0,10.0,598.0,18:32:29
1747,8,2015-08-25 20:33:28,2015-08-25 20:33:55,0.782222222222222,0.0,False,True,STILL,False,True,True,False,OFF,bad,work,Overcast,17.4,0.0,1.0,0.0,9.0,513.0,9.0,513.0,9.0,513.0,20:33:28
1749,8,2015-08-26 12:01:44,Unknown,0.803333333333333,-1.0,True,False,STILL,True,True,True,False,OFF,No Response,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Overcast,13.6,0.0,3.0,0.0,3.0,77.0,10.0,312.0,36.0,1888.0,12:01:44
1751,8,2015-08-26 18:31:47,2015-08-26 18:32:15,0.0102777777777778,0.0,True,False,STILL,True,True,True,False,OFF,bad,work,Overcast,17.9,0.9,1.0,0.0,9.0,438.0,9.0,438.0,13.0,687.0,18:31:47
1752,8,2015-08-26 20:31:35,2015-08-26 20:31:55,0.849166666666667,0.0,False,True,STILL,False,True,True,False,OFF,bad,"university,point_of_interest,establishment",Overcast,18.7,3.0,0.0,0.0,1.0,41.0,1.0,41.0,31.0,2050.0,20:31:35
1753,8,2015-08-27 00:31:31,2015-08-27 01:01:49,0.0438888888888889,0.0,True,False,STILL,True,True,True,False,OFF,no_response,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Overcast,16.0,0.0,0.0,0.0,3.0,112.0,4.0,138.0,20.0,771.0,00:31:31
1754,8,2015-08-27 12:02:29,2015-08-27 12:07:54,0.0408333333333333,0.0,True,False,STILL,True,True,True,False,OFF,bad,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Overcast,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1380.0,12:02:29
1757,8,2015-08-27 20:31:30,2015-08-27 20:33:06,0.0063888888888888,0.0,True,False,STILL,True,True,True,False,OFF,bad,"university,point_of_interest,establishment",Overcast,19.8,0.0,0.0,0.0,5.0,246.0,8.0,360.0,33.0,2237.0,20:31:30
1758,8,2015-08-28 00:31:32,2015-08-28 00:39:40,3.07444444444444,0.0,False,True,STILL,False,True,True,False,OFF,bad,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Overcast,17.3,0.0,0.0,0.0,3.0,64.0,5.0,112.0,5.0,112.0,00:31:32
1759,8,2015-08-28 12:03:33,2015-08-28 12:04:17,0.558611111111111,2.0,True,False,STILL,True,True,True,False,OFF,good,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Fog,11.2,0.0,0.0,0.0,4.0,84.0,14.0,643.0,42.0,2664.0,12:03:33
1761,8,2015-08-28 18:31:30,Unknown,0.206111111111111,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,work,Clear,23.1,0.0,0.0,0.0,7.0,415.0,14.0,886.0,25.0,1867.0,18:31:30
1762,8,2015-08-28 20:31:39,2015-08-28 20:31:55,0.351388888888889,0.0,True,False,STILL,True,True,True,False,OFF,bad,work,Partly Cloudy,24.4,1.0,0.0,0.0,2.0,154.0,11.0,657.0,41.0,2613.0,20:31:39
1763,8,2015-08-29 00:31:30,2015-08-29 00:32:38,1.39555555555556,0.0,False,True,STILL,False,True,True,False,OFF,bad,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Partly Cloudy,20.8,2.0,0.0,0.0,0.0,0.0,10.0,314.0,25.0,850.0,00:31:30
1765,8,2015-08-29 16:33:01,2015-08-29 16:49:58,0.174444444444444,0.0,True,False,UNKNOWN,True,True,True,True,com.google.android.dialer,bad,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Partly Cloudy,22.7,1.0,30.0,0.0,6.0,146.0,7.0,167.0,10.0,243.0,16:33:01
1770,8,2015-08-30 16:32:02,2015-08-30 16:56:46,0.0566666666666667,0.0,False,True,STILL,False,False,True,False,com.google.android.dialer,good,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Overcast,25.1,0.0,0.0,0.0,6.0,463.0,18.0,1054.0,25.0,1316.0,16:32:02
1771,8,2015-08-30 18:31:31,2015-08-30 18:31:48,1.05111111111111,0.0,False,True,STILL,False,False,True,False,OFF,bad,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Partly Cloudy,27.3,0.0,15.0,0.0,0.0,0.0,7.0,275.0,7.0,275.0,18:31:31
1773,8,2015-08-31 00:31:30,2015-08-31 00:46:21,1.22138888888889,0.0,True,False,STILL,True,False,True,False,OFF,bad,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Clear,23.9,0.0,15.0,0.0,2.0,72.0,2.0,72.0,27.0,1060.0,00:31:30
1774,8,2015-08-31 12:02:40,2015-08-31 12:02:56,8.91166666666667,1.0,True,False,STILL,True,False,True,False,com.google.android.gms.persistent,bad,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Fog,18.1,0.0,0.0,0.0,0.0,0.0,13.0,626.0,44.0,2738.0,12:02:40
1776,8,2015-08-31 18:33:30,2015-08-31 18:34:23,0.765555555555556,0.0,True,False,STILL,True,True,True,False,OFF,bad,work,Mostly Cloudy,27.6,2.9,0.0,0.0,6.0,292.0,7.0,339.0,10.0,524.0,18:33:30
1779,8,2015-09-01 12:02:12,2015-09-01 12:02:30,7.52277777777778,2.0,True,False,STILL,True,False,True,False,com.google.android.gms.persistent,bad,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Fog,17.7,0.0,0.0,0.0,0.0,0.0,7.0,148.0,19.0,713.0,12:02:12
1780,8,2015-09-01 16:33:37,2015-09-01 16:41:29,1.75638888888889,0.0,True,False,STILL,True,True,True,False,OFF,good,"university,atm,finance,point_of_interest,establishment",Clear,29.2,0.0,0.0,0.0,8.0,708.0,8.0,708.0,8.0,708.0,16:33:37
1782,8,2015-09-01 20:32:22,2015-09-01 20:33:40,1.86833333333333,0.0,True,False,STILL,True,False,True,False,OFF,good,work,Partly Cloudy,30.2,2.2,0.0,0.0,9.0,859.0,11.0,917.0,28.0,2347.0,20:32:22
1783,8,2015-09-02 00:31:34,2015-09-02 01:02:23,0.961944444444444,0.0,True,False,STILL,True,True,True,False,OFF,no_response,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Partly Cloudy,24.8,0.0,0.0,0.0,14.0,375.0,14.0,375.0,27.0,1224.0,00:31:34
1784,8,2015-09-02 12:03:19,2015-09-02 12:03:36,0.554444444444444,2.0,True,False,STILL,True,True,True,False,OFF,bad,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Fog,20.2,0.0,15.0,0.0,8.0,229.0,21.0,769.0,38.0,2303.0,12:03:19
1788,8,2015-09-03 00:32:11,2015-09-03 00:43:23,0.123055555555556,0.0,False,True,STILL,False,True,True,False,com.um.heartsteps,good,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Clear,26.1,0.0,15.0,0.0,10.0,451.0,17.0,746.0,21.0,879.0,00:32:11
1790,8,2015-09-03 16:32:04,Unknown,1.53194444444444,-1.0,False,True,STILL,False,False,True,False,OFF,No Response,"university,atm,finance,point_of_interest,establishment",Clear,30.3,5.0,35.0,0.0,7.0,472.0,10.0,641.0,14.0,804.0,16:32:04
1796,8,2015-09-04 18:31:52,Unknown,3.40722222222222,-1.0,True,False,STILL,True,True,True,False,OFF,No Response,"park,point_of_interest,establishment",Mostly Cloudy,25.7,10.0,30.0,0.0,20.0,1472.0,49.0,4683.0,74.0,6303.0,18:31:52
1800,8,2015-09-05 16:31:43,2015-09-05 16:32:01,0.62,0.0,False,True,STILL,False,False,True,False,OFF,bad,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Partly Cloudy,21.7,2.0,32.0,0.0,14.0,603.0,22.0,972.0,28.0,1231.0,16:31:43
1801,8,2015-09-05 18:33:10,2015-09-05 18:34:23,1.49,0.0,True,False,STILL,True,False,True,False,OFF,bad,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Mostly Cloudy,24.1,1.0,15.0,0.0,0.0,0.0,16.0,1291.0,30.0,2222.0,18:33:10
1803,8,2015-09-06 00:31:32,2015-09-06 00:47:28,5.95222222222222,0.0,False,True,STILL,False,True,True,False,OFF,bad,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Clear,22.2,0.0,15.0,0.0,5.0,170.0,5.0,170.0,8.0,255.0,00:31:32
1804,8,2015-09-06 12:02:25,2015-09-06 12:32:57,0.0358333333333333,1.0,True,False,STILL,True,False,True,False,OFF,no_response,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Mostly Cloudy,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12:02:25
1806,8,2015-09-06 18:32:39,2015-09-06 18:33:33,0.814166666666667,0.0,False,True,STILL,False,True,True,False,OFF,bad,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Clear,31.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,18:32:39
1807,8,2015-09-06 20:33:54,2015-09-06 20:36:18,2.00694444444444,0.0,False,True,STILL,False,True,True,False,OFF,bad,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Clear,30.6,0.0,0.0,0.0,2.0,76.0,3.0,107.0,11.0,309.0,20:33:54
1810,8,2015-09-07 16:33:02,2015-09-07 16:33:44,0.2425,1.0,True,False,STILL,True,True,True,False,OFF,bad,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Clear,30.7,3.0,15.0,0.0,1.0,42.0,9.0,345.0,19.0,624.0,16:33:02
1811,8,2015-09-07 18:31:34,2015-09-07 18:32:04,1.60666666666667,2.0,False,True,STILL,False,True,True,False,OFF,good,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Clear,31.6,3.0,15.0,0.0,21.0,1754.0,23.0,1848.0,40.0,3251.0,18:31:34
1812,8,2015-09-07 20:31:53,2015-09-07 20:32:23,1.99833333333333,5.0,True,False,STILL,True,True,True,True,com.um.heartsteps,good,work,Clear,31.7,0.0,15.0,0.0,1.0,31.0,1.0,31.0,13.0,974.0,20:31:53
1813,8,2015-09-08 00:31:55,2015-09-08 00:32:26,1.61111111111111,2.0,False,True,STILL,False,True,True,False,OFF,bad,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Clear,27.0,3.0,0.0,0.0,8.0,381.0,9.0,405.0,10.0,436.0,00:31:55
1814,8,2015-09-08 12:02:12,2015-09-08 12:03:47,1.03944444444444,2.0,False,True,STILL,False,True,True,True,OFF,bad,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Clear,22.1,0.0,30.0,0.0,11.0,414.0,28.0,2065.0,33.0,2549.0,12:02:12
1815,8,2015-09-08 16:31:30,2015-09-08 16:37:30,0.0963888888888889,0.0,True,False,UNKNOWN,True,True,True,True,com.um.heartsteps,bad,"university,point_of_interest,establishment",Partly Cloudy,27.8,5.0,30.0,0.0,8.0,478.0,9.0,533.0,11.0,597.0,16:31:30
1816,8,2015-09-08 18:31:37,2015-09-08 18:32:00,0.0105555555555556,0.0,False,True,STILL,False,True,True,False,OFF,good,work,Clear,29.7,8.0,52.0,0.0,12.0,1078.0,26.0,1853.0,52.0,3999.0,18:31:37
1817,8,2015-09-08 20:31:34,Unknown,0.432777777777778,-1.0,True,False,UNKNOWN,True,True,True,True,OFF,No Response,work,Clear,30.6,6.9,15.0,0.0,3.0,245.0,21.0,1938.0,25.0,2131.0,20:31:34
1819,8,2015-09-09 12:02:22,2015-09-09 12:02:35,0.324166666666667,0.0,True,False,STILL,True,False,True,False,OFF,bad,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Mostly Cloudy,19.5,2.0,0.0,0.0,4.0,109.0,21.0,808.0,42.0,2679.0,12:02:22
1820,8,2015-09-09 16:31:42,2015-09-09 16:47:56,0.852222222222222,0.0,True,False,STILL,True,True,True,False,OFF,good,"university,point_of_interest,establishment",Mostly Cloudy,22.6,3.0,15.0,0.0,6.0,603.0,6.0,603.0,9.0,815.0,16:31:42
1822,8,2015-09-09 20:32:44,2015-09-09 20:32:56,0.708888888888889,0.0,True,False,STILL,True,False,True,False,OFF,good,work,Mostly Cloudy,24.1,3.0,0.0,0.0,6.0,374.0,20.0,1491.0,24.0,1731.0,20:32:44
1824,8,2015-09-10 12:02:41,2015-09-10 12:06:51,1.04388888888889,0.0,True,False,STILL,True,False,True,False,OFF,bad,"bakery,store,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",Mostly Cloudy,10.8,0.0,0.0,0.0,16.0,709.0,36.0,2442.0,42.0,2969.0,12:02:41
1825,8,2015-09-10 16:32:06,2015-09-10 16:42:53,0.244444444444444,0.0,False,True,STILL,False,True,True,False,OFF,bad,"university,point_of_interest,establishment",Clear,24.4,3.7,0.0,0.0,9.0,662.0,9.0,662.0,20.0,1326.0,16:32:06
1829,9,2015-07-29 15:32:07,Unknown,0.0,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,work,Clear,29.9,3.0,15.0,0.0,0.0,0.0,11.0,754.0,21.0,1402.0,15:32:07
1831,9,2015-07-29 20:32:01,2015-07-29 20:32:11,0.0,0.0,False,True,STILL,False,True,True,False,OFF,good,work,Mostly Cloudy,25.3,2.0,15.0,0.0,4.0,116.0,10.0,327.0,34.0,1373.0,20:32:01
1832,9,2015-07-29 23:01:46,Unknown,0.0,-1.0,False,True,STILL,False,True,True,True,OFF,No Response,home,Mostly Cloudy,26.5,1.7,15.0,0.0,3.0,144.0,7.0,212.0,13.0,554.0,23:01:46
1833,9,2015-07-30 11:02:08,2015-07-30 11:32:09,0.0,0.0,False,True,STILL,False,True,True,False,com.google.android.googlequicksearchbox,no_response,home,Clear,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11:02:08
1834,9,2015-07-30 15:31:22,Unknown,0.0,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,"bar,restaurant,food,point_of_interest,establishment",Clear,26.1,4.0,0.0,0.0,0.0,0.0,19.0,1439.0,25.0,1726.0,15:31:22
1837,9,2015-07-30 23:02:17,2015-07-30 23:32:18,0.0,0.0,True,False,STILL,True,False,True,False,OFF,no_response,home,Clear,27.9,0.0,0.0,0.0,14.0,701.0,21.0,1261.0,43.0,4186.0,23:02:17
1838,9,2015-07-31 11:01:32,2015-07-31 11:31:33,0.0,0.0,True,False,STILL,True,True,True,False,com.google.android.googlequicksearchbox:search,no_response,home,Clear,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11:01:32
1839,9,2015-07-31 15:31:57,Unknown,0.0,-1.0,True,False,STILL,True,False,True,False,OFF,No Response,"university,point_of_interest,establishment",Clear,27.2,4.0,0.0,0.0,5.0,129.0,20.0,1094.0,26.0,1289.0,15:31:57
1840,9,2015-07-31 18:32:07,2015-07-31 18:32:16,0.0,0.0,False,True,STILL,False,True,True,False,OFF,good,home,Mostly Cloudy,28.6,4.9,15.0,0.0,13.0,576.0,25.0,982.0,41.0,2140.0,18:32:07
1844,9,2015-08-01 15:31:35,Unknown,0.0,-1.0,False,True,STILL,False,False,True,False,com.facebook.katana,No Response,home,Clear,25.1,2.0,0.0,0.0,3.0,123.0,3.0,123.0,13.0,381.0,15:31:35
1846,9,2015-08-01 20:32:14,2015-08-01 21:02:15,0.0,0.0,True,False,STILL,True,False,True,False,OFF,no_response,home,Partly Cloudy,28.2,2.2,15.0,0.0,0.0,0.0,0.0,0.0,3.0,75.0,20:32:14
1847,9,2015-08-01 23:01:05,2015-08-01 23:01:24,0.0,0.0,False,True,STILL,False,True,True,False,OFF,good,home,Clear,26.8,2.2,0.0,0.0,4.0,236.0,16.0,1295.0,16.0,1295.0,23:01:05
1849,9,2015-08-02 15:31:48,2015-08-02 15:46:56,0.0,0.0,False,True,STILL,False,True,True,False,OFF,good,home,Clear,26.7,0.7,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15:31:48
1852,9,2015-08-02 23:01:35,2015-08-02 23:31:36,0.0,0.0,False,True,STILL,False,True,True,False,OFF,no_response,home,Clear,30.8,3.8,15.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,23:01:35
1855,9,2015-08-03 18:31:57,2015-08-03 18:33:03,0.0,0.0,True,False,STILL,True,False,True,False,OFF,bad,work,Clear,26.3,6.0,0.0,0.0,2.0,93.0,15.0,817.0,19.0,1148.0,18:31:57
1856,9,2015-08-03 20:32:17,2015-08-03 20:36:59,0.0,0.0,False,True,STILL,False,True,True,False,OFF,good,work,Partly Cloudy,27.3,1.1,2.0,0.0,0.0,0.0,0.0,0.0,5.0,224.0,20:32:17
1857,9,2015-08-03 23:01:34,Unknown,0.0,-1.0,True,False,UNKNOWN,True,True,True,True,com.facebook.katana,No Response,work,Partly Cloudy,25.2,2.2,0.0,0.0,10.0,696.0,13.0,798.0,16.0,902.0,23:01:34
1858,9,2015-08-04 11:01:36,2015-08-04 11:31:37,0.0,0.0,False,True,STILL,False,True,True,False,com.facebook.katana,no_response,home,Clear,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11:01:36
1863,9,2015-08-05 11:02:05,2015-08-05 11:32:20,0.0,0.0,True,False,STILL,True,False,True,False,com.um.heartsteps,no_response,home,Clear,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11:02:05
1864,9,2015-08-05 15:31:35,Unknown,0.0,-1.0,True,False,STILL,True,True,True,False,OFF,No Response,work,Clear,23.2,0.0,0.0,0.0,0.0,0.0,8.0,413.0,30.0,2333.0,15:31:35
1866,9,2015-08-05 20:31:34,2015-08-05 21:01:43,0.0,0.0,True,False,STILL,True,False,True,False,OFF,no_response,home,Partly Cloudy,24.2,0.0,0.0,0.0,1.0,18.0,4.0,121.0,32.0,3511.0,20:31:34
1867,9,2015-08-05 23:01:41,2015-08-05 23:31:42,0.0,0.0,True,False,STILL,True,True,True,False,OFF,no_response,home,Overcast,24.0,-9999.0,0.0,0.0,2.0,64.0,3.0,75.0,3.0,75.0,23:01:41
1869,9,2015-08-06 15:31:44,2015-08-06 15:32:42,0.0,0.0,False,True,STILL,False,True,True,False,OFF,good,work,Clear,22.8,0.0,0.0,0.0,1.0,26.0,23.0,1941.0,42.0,3229.0,15:31:44
